gene	log2FC	FDR
PAX1	-2.03722465809772	3.50609658510516e-16
AC073648.6	-2.09707124534795	6.81177178532763e-16
ESX1	-3.21982393561889	9.184792109956e-16
AC018358.1	-2.22548047344831	1.33370165502576e-15
KRT6A	-3.14076543369693	1.92504021868931e-15
AL355922.4	-2.08410803885112	2.01672603914278e-15
PNMA6F	-2.04749250778325	2.36123251646152e-15
GPR101	-2.50562867644539	2.60947273155716e-15
FREM3	-2.12952063762079	2.81907764213022e-15
AC245041.2	-2.08544445139719	2.92521390271061e-15
AC037471.2	-2.56060565583156	3.0166013084375e-15
RSU1P1	-2.29438011204836	5.26245874037301e-15
AC123784.1	-2.54858107980018	9.61583294817099e-15
FAM197Y5	-2.15573605321968	1.10320099060289e-14
GATA5	-2.27356823693942	1.67659393356758e-14
KRT16P6	-2.25346819662767	1.84789796758207e-14
AC023906.3	-2.26274659435654	2.46674145121702e-14
AL035696.4	-2.01222051709522	3.22132623874084e-14
AP001628.2	-2.02401063402829	3.98453502287636e-14
XIST	-2.34869091261311	4.10744623214301e-14
AC009487.2	-2.40326784412019	4.89475003125451e-14
AP005018.2	-2.38942878097823	5.54144503393047e-14
NEFHP1	-2.38844870242485	5.67841401679819e-14
ISX-AS1	-2.22625884121837	7.98510100111227e-14
GK2	-2.20524513240462	1.05166813886269e-13
GPR149	-2.18483967342008	1.41520670801114e-13
SLC25A15P3	-2.35775406648539	2.19536608796334e-13
AC130364.1	-2.18601967949304	2.91898863950599e-13
AC113346.1	-2.16665934610057	4.53082033330502e-13
KLK3	-4.10131994518211	5.78892755048534e-13
CYP2A13	-2.43241987329921	7.27793795517782e-13
MTCYBP21	-2.10823481185749	8.16176999711404e-13
ZBTB45P1	-2.06604486237242	1.34504924906986e-12
TECRP1	-3.57925756130205	2.10172285116949e-12
AL049541.1	-2.09512685506945	2.25773185936102e-12
SLC22A8	-2.3000264456653	1.07334252321572e-11
AC105233.6	-2.13851536652615	1.36570205930453e-11
C10orf120	-2.40372079782784	1.51207594027998e-11
LINC02203	-2.58786819994553	3.36178692294746e-11
KCNMB3P1	-2.00243541776118	6.06235308992886e-11
AC084121.4	-2.08313446833464	7.04297631845193e-11
SPRR2G	-2.06694574412803	7.50296631938917e-11
PANDAR	-2.1907460788698	9.88593721617633e-11
Z82196.2	-2.3461851569825	1.04235568665964e-10
AL512662.1	-3.16025977725303	1.10987002561847e-10
AC142381.2	-2.4163010842633	1.20169310270276e-10
AC152010.1	-2.55734429297605	1.35602616924386e-10
AC127381.1	-2.97936768631957	2.3262684694591e-10
RNF5P1	-2.04143430296085	2.48661956114222e-10
CD177P1	-2.19580438423975	2.5031314524084e-10
MAN1A2P1	-2.06852873523047	2.53689116781834e-10
SLC2A3P1	-2.87444976395996	3.53377535342683e-10
LINC00898	-2.2921584834531	3.68754242330437e-10
AP000365.1	-2.2290241399	4.00033456697322e-10
BNIP3P30	-2.05802127908476	4.00621067069146e-10
LINC01741	-2.76595392754791	6.11366374204083e-10
RF00635	-2.06826176339894	6.41062592787684e-10
SNORA50C	-2.07390086752461	6.84929059341566e-10
GPR50-AS1	-2.4510253041932	7.00733025256912e-10
AL390763.1	-2.10053156005426	8.35631014652903e-10
OR14I1	-2.05530155732327	1.15415928501425e-09
AC134980.1	-2.63456117213794	1.16569754070005e-09
LINC02237	-2.07254886454474	2.68345710092561e-09
AC084121.3	-2.00561416500456	4.66307206903543e-09
OR4K12P	-2.50006213533568	4.78745762727211e-09
Z68323.1	-2.32742461322789	5.6685107328775e-09
AC010531.7	-2.29214546659966	6.53736963599533e-09
OR4K6P	-2.28266032180944	6.99473185430237e-09
CALML3	-2.01751096697014	1.07018129942912e-08
DDX11L8	-2.32799375653966	2.37313211881187e-08
AMYP1	-2.16419082097401	2.53450223031804e-08
AC135068.3	-2.25733778154616	2.67178914427681e-08
AC107982.1	-3.11296654099103	2.99622775054942e-08
AC068587.8	-3.77048840216924	5.26693317651629e-08
AC113189.3	-2.33336864044763	7.3758685261664e-08
NPBWR1	-2.02201141919296	9.13126126307619e-08
AC145207.2	-2.15792614543705	9.49524706284902e-08
AC105020.3	-2.10281128584915	1.34023613384034e-07
GOLGA6L1	-2.82300934424552	1.62663787662558e-07
AC005301.1	-2.83354463417423	1.97913117725126e-07
SLC6A18	-2.43203480542831	2.02610410961959e-07
AC211476.4	-2.00375138314611	2.42610101917585e-07
AC012414.6	-2.01312807330587	3.76814543275932e-07
SPRR5	-2.11076086870396	3.82091039537589e-07
FEM1AP1	-2.24691804303647	5.67988375166751e-07
AC141586.3	-5.01954003287528	9.51601648282773e-07
AC007308.1	-2.4286357605536	1.33739087579721e-06
SPRR2A	-2.75897794566193	1.45698302116658e-06
RF02219	-2.2796498579056	1.7396533752558e-06
AC068587.6	-3.95229058644087	6.3911844232611e-06
SPRR1A	-2.38515051965055	6.59103631951275e-06
GUSBP9	-2.02231193665247	1.56660890659361e-05
KRT6C	-3.41307966145675	1.8500402657168e-05
AC058822.1	-3.94218623815786	2.97684472715664e-05
SPRR1B	-3.2359061347085	3.66658609713647e-05
FGFBP1	-2.31115492455066	4.18099218731403e-05
AC092651.2	-2.22394057491889	0.000162754890816103
AC091304.1	-2.26799780035559	0.000259619527184324
SERPINB3	-2.04877502057383	0.000277381946910374
MSMB	-2.10648374128236	0.000301689755142365
AC012476.1	-2.43979586038828	0.00102825638071619
AC129492.3	-4.45486074268178	0.00187390606950465
AC008738.5	-2.26612414390243	0.00401026342023295
CR769767.2	-2.45498940708674	0.00632704666865536
FAM90A4P	-2.04981068384401	0.0439435002307318
