gene	log2FC	FDR
RPL26P28	2.26247509704202	1.47271445175511e-29
LINC02316	2.1334325925616	1.91446280696415e-29
RPS2P44	2.06981703671355	2.10978476050264e-29
CCT5P2	2.0051414262335	2.11798634415405e-29
BZW1P1	2.0948072197239	2.15633018646169e-29
CHI3L1	2.91570548078718	2.19252332195421e-29
G0S2	2.2351698682653	2.20038206727803e-29
RPL24P7	2.15756320308038	2.43903830313205e-29
AL161787.1	2.00141718978811	2.60434896187753e-29
AL138976.1	2.59409685431962	3.12635270371787e-29
AC008676.2	2.2118777650259	3.2712148406578e-29
RPL26P37	2.25552247421014	3.66076965896872e-29
RPL31P1	2.42576966774445	3.85607902918011e-29
HGD	2.10744004820276	4.70209217070132e-29
AC025437.2	2.50977319610634	5.12329034347419e-29
AC008677.1	2.20598983516882	6.3640725577974e-29
AP000343.1	2.13136047175116	7.35691316898097e-29
APCDD1L-DT	2.21906217891547	7.6040894682249e-29
AC079354.2	2.38832072224987	8.24268176888161e-29
AC112771.1	2.26096826742758	9.66007496015093e-29
RPL23AP73	2.76358302178934	9.95397067668936e-29
AC087879.1	2.1519919747552	1.21018346248909e-28
AC013467.2	2.19982580477719	1.28581182399362e-28
AC017002.1	2.55110419708225	1.45086910542821e-28
PDLIM4	2.0522112813517	1.55032787232479e-28
AC083863.1	2.3229590548748	1.72586695725549e-28
RPL23AP71	2.28661509607121	1.81212125676058e-28
HMGN2P11	2.20490395456458	1.97420546890234e-28
METTL7B	2.09894873311251	2.20506643082639e-28
RPS15AP25	2.53200151815315	2.6017537750584e-28
IL36B	4.06552785012992	3.03262559715835e-28
NOS2	2.25754360198884	3.15382509511116e-28
AC104651.1	2.14066893488048	3.25475903494941e-28
HOXB7	2.0502717046053	3.51897965079586e-28
PFN1P12	2.4869577740032	3.69379307698121e-28
AC093106.1	2.23611922786326	3.97663731873114e-28
TRAV36DV7	2.0418676008357	4.03164054643758e-28
GDF15	2.13123945470841	4.30301200699238e-28
AC022509.1	2.30907660544123	5.02613974294911e-28
BARX1	2.52428075291837	5.0779459394723e-28
LINC02154	2.14751392037588	5.3316199982065e-28
AC116563.1	2.17097186446215	5.96725276730068e-28
PSMA2P3	2.26758130502058	6.59649858478066e-28
CXCL13	2.71611608917682	7.77250838381037e-28
MS4A6E	2.56241301822602	9.66624577567793e-28
CCL7	3.77344853466964	1.02256431219522e-27
H2AFZP2	2.17647153886263	1.02594772751517e-27
EIF4A1P1	2.56510878987411	1.1626778380897e-27
RPL21P40	2.39738187749621	1.38839029469615e-27
ENTHD1	2.5209056307071	1.39432619673153e-27
HIST1H3B	2.3532146336628	1.42075253460549e-27
PITX1	2.2187260254283	1.42384299970863e-27
ADH5P2	2.28671179181619	1.49702042260128e-27
AC073365.1	2.35340132583505	1.77884980696653e-27
RPSAP52	2.62865466935082	2.05232985155811e-27
AL353691.1	2.28118827193976	2.32353295656203e-27
AC023194.1	2.43891343349104	2.40303826056789e-27
RPL15P21	2.04591798471362	2.60899051068972e-27
TECRP2	2.07437645854045	2.74949581359196e-27
NPM1P34	2.12377787378016	3.00906684274735e-27
JCHAIN	2.43355584634701	3.2065190785073e-27
NMRAL2P	2.58205375977979	3.67064976362015e-27
AC104389.5	2.72060523522829	3.68587331900101e-27
RPL11P5	2.21450188840423	3.78560831998216e-27
NPM1P48	2.20698577941934	4.78405987381017e-27
EIF3IP1	2.22876550210523	5.6589227245673e-27
HMGB1P9	2.02233259716047	7.33261997679735e-27
CALM1P1	2.24073975392666	7.34895151762245e-27
ILF2P1	2.05346192117789	7.61388257863146e-27
HIST1H1D	2.17197478668652	7.95436293748171e-27
RPL5P15	2.32721189863816	8.02939052796236e-27
MTCO1P18	2.14779176112692	8.05270604473006e-27
CA3	2.47325290364423	8.50817248246926e-27
AC135628.1	2.37876258210917	9.21890450074275e-27
SRIP2	2.3557886695517	9.24290703092133e-27
AC016205.1	2.63781486897611	9.52162440995213e-27
AC112247.1	2.19852001709565	1.15673819010126e-26
AL139156.3	2.49635359200077	1.1780829107603e-26
AKR1B1P2	2.09947457039005	1.23079427483414e-26
ALPK2	2.04245579782489	1.28499775962722e-26
ZNF280A	2.83263761869523	1.30862330633795e-26
TBCAP1	2.13068703800532	1.38530234331115e-26
RPL21P71	2.2832274616849	1.4299408852306e-26
AC104634.1	2.23056306203859	1.60043308540969e-26
SCARNA5	2.25736181953918	2.09083464973202e-26
PGAM1P12	2.34724617071727	2.20233540682586e-26
NKX2-5	2.79110095880603	2.3795820936499e-26
SCNN1B	2.53680385381591	2.39698517949491e-26
AC009414.1	2.22894902259248	2.68802119717931e-26
FMOD	2.34057356651199	2.76734466037368e-26
TRDJ1	3.81552223868099	3.41212463739349e-26
PFN1P9	2.46429883344072	3.56011658801738e-26
IBSP	3.18857434297688	4.04716019280291e-26
HMGN2P32	2.13675242908633	4.32237390867688e-26
RF00019	2.20715071134577	4.64184994495706e-26
HOXB6	2.27428434286889	5.56997826244045e-26
S100A12	2.05739725332529	5.66655994496744e-26
CSF3	2.75947257420162	6.32890766011405e-26
AC091980.1	2.23645233076478	6.60718607688528e-26
AC103988.1	2.02063587996182	6.84355579233086e-26
FUNDC2P2	2.36732788221906	7.43848472864591e-26
AC023449.1	2.62544229119135	8.07689458309812e-26
LINC00431	2.53478136359967	8.74531919062941e-26
GJB2	2.22872823396841	9.08258373367658e-26
DLX5	2.14652051141501	9.67866376396485e-26
HOXB13	2.53419714905579	1.00646454304273e-25
RPL21P91	2.4742150294502	1.07233028912697e-25
RPL5P27	2.05799387555239	1.13518216673149e-25
PSMC1P3	2.2270816276585	1.33813829265807e-25
RPS20P2	2.02994830627203	1.4940062618092e-25
PRAC2	3.54476185985424	1.60365765261555e-25
RPS7P12	2.10515535259972	1.81485380968208e-25
RNU2-2P	2.28363972658459	1.94245734406238e-25
AL136226.1	2.22789024226504	3.00400415024528e-25
GNG5P3	2.33088273282637	3.20656981773615e-25
COX7A2P2	2.54352545051635	3.3973108258061e-25
RPL7AP52	2.63561552039852	3.40557991877351e-25
CLRN1	2.07683748198868	3.9699135092947e-25
AC097474.1	2.53857255025645	4.02580258489354e-25
RANP5	2.2746825608176	4.08048182064617e-25
HMGN2P24	2.02302327601231	4.19388995349222e-25
SPTA1	2.04944650147021	4.50021518989622e-25
RPL34P20	2.20920714735874	4.64549748231562e-25
RPL15P4	2.0859472645235	5.30471806926828e-25
RPL22P8	2.18517297979773	5.43860982166528e-25
AC016930.1	2.01932154780908	6.20099100783796e-25
VDAC1P7	2.17672494604105	7.73642614403634e-25
HIST1H2AI	2.03791166971637	8.29976229113534e-25
CCL13	2.46647776944056	8.31350472396026e-25
AC018695.1	2.14505588129287	9.27902351734553e-25
RF00002	3.42300176652084	1.0341647446153e-24
AC025518.1	2.07657174791773	1.20254346589298e-24
CCL18	2.90521612314481	1.72766600318373e-24
HOXB2	2.27618601843667	1.97029748279421e-24
AC084033.2	2.58506658881458	2.28175175097833e-24
AC011712.1	2.04603123488629	2.75275026885184e-24
AC087477.1	2.12976110925864	3.44268152050241e-24
RF01210	2.08823917692293	4.93168254634531e-24
SCARNA10	2.14058581093326	5.16078914309294e-24
TRMT112P6	2.10154205654896	5.83054323843199e-24
RPL21P41	2.16949659329225	5.86114370091301e-24
AC112656.1	2.08042200233776	6.52203166668258e-24
MMP12	3.13864708784047	8.3494226312371e-24
CHRNA9	2.4234971945661	8.99850995533173e-24
MAGEC2	3.2064156657914	9.10358416857141e-24
DLK1	2.73297784614488	1.04289551243368e-23
LIF	2.0713195439094	1.14879069971868e-23
CD1A	2.80964607704567	1.19070695326515e-23
XRCC6P3	2.13641840049541	1.26989298345303e-23
AL390115.1	2.27713650160317	1.33630083833338e-23
AL138878.2	2.15751502232694	1.50568805264506e-23
VTRNA1-3	2.61475732338748	1.54011005167921e-23
HIST1H3I	2.70696331663913	1.57812566303856e-23
EDN2	2.42227262770185	1.62205524036934e-23
AC004805.3	2.2050036078353	1.73537988507994e-23
AC090136.1	2.36098740913778	2.02578010469998e-23
AC016180.1	2.59919221184542	2.035673742409e-23
BTF3P1	2.19415908696654	2.20191539754293e-23
PPIAP24	2.43529137817435	2.47908803381822e-23
AC079210.1	2.26809970049283	2.55570022180407e-23
AP003171.2	2.24110191781179	3.82051236478799e-23
VTRNA2-1	2.85226667606806	5.19298859828887e-23
DCAF8L2	2.02581710475108	5.65560495618929e-23
MS4A3	2.13957383416967	8.43372610467078e-23
NPM1P51	2.14358950510921	8.57571994542692e-23
LINC02032	2.15633746729919	8.73216848475157e-23
AREG	2.32799413783354	9.26085188499679e-23
CCT6P4	2.66570297447146	9.66869818994007e-23
EPYC	3.59635349518383	1.01417808697677e-22
AC103702.2	2.1510978027592	1.22887776896498e-22
SNORA23	2.04811111926988	1.2907379972611e-22
LINC01280	2.6897585975787	1.39639291241291e-22
AC133965.1	2.24351352211016	1.61284375713081e-22
PSMC1P11	2.07322930175681	2.21723239140143e-22
ABCC3	2.0129581877939	2.26637656053389e-22
AL354941.1	2.0687741082393	2.37954808449744e-22
RPL5P31	2.25098706918114	2.41182100151482e-22
PMCH	2.21238285325816	2.76661639996617e-22
RPL23AP31	2.26354749668979	2.77285697112175e-22
AC018737.1	2.19885881245708	3.0161132598568e-22
HIST1H2AJ	2.59984385765815	3.07182420062872e-22
ST13P2	2.11478525932758	3.41708391358307e-22
SNRPCP2	2.16376329274757	3.73768250793889e-22
AL355607.2	2.20744358581951	3.80131893904364e-22
RPS4Y2	2.20689890178484	4.14951908249395e-22
BMP5	2.43040502364068	4.41213277379155e-22
RPS20P1	2.26462923860659	4.53850020934942e-22
LINC01812	2.38049719094179	5.40457292709663e-22
CFL1P7	2.68685615125027	6.08544914108638e-22
AL355075.4	2.35443722963643	6.54360734446637e-22
LBP	2.27382825858408	7.0279674542355e-22
RPS3AP41	2.24564206623451	7.48907010743467e-22
AC012519.1	2.02857646076652	7.81132602191296e-22
AC041040.1	2.15277521003508	8.99988680234974e-22
AC092473.1	2.13303677686417	1.0747472754979e-21
RPL31P41	2.29193441612556	1.08040473241542e-21
CHCHD2P11	2.15593769325237	1.0942056901539e-21
DKK1	2.2038205913569	1.28421159334205e-21
IGKC	2.36679962320334	1.29776830647642e-21
HIST1H2AH	2.03870770111252	1.5117581350954e-21
PPIAP85	2.22349777879557	1.89082738391812e-21
AL049874.2	2.08842479645497	2.19611384903496e-21
AC108725.1	2.08720372139413	2.31697928583595e-21
AL031736.2	2.61465846279118	2.41753860475103e-21
RHOXF2	2.11046762056329	2.61034542165512e-21
HMGN2P6	2.04294930974493	3.75658364499116e-21
PSMA6P2	2.26086446681831	4.14246282336873e-21
CSF2	3.38523633487483	4.62803733436956e-21
LINC00160	2.60060711443202	5.58460951572956e-21
AC009153.1	2.02220514533386	5.95757592714809e-21
ATP5PBP6	2.21375957119361	6.21295223897253e-21
AL138878.1	2.38046000914979	6.2756526446301e-21
SELENOWP1	2.27325239621113	6.5185324773871e-21
PCDH9-AS2	2.26655847834318	6.61319600562385e-21
RPS16P8	2.22546541195522	7.10902207786554e-21
RPL21P13	2.01582842547953	8.64202974232236e-21
SAA4	2.39861769241624	9.6420461958143e-21
HBD	2.01127047148231	1.04286888714129e-20
AC026369.3	2.49070431719154	1.07068767975282e-20
RCN1P1	2.21001837580511	1.10681655192868e-20
RPL37P15	2.14110542513291	1.12152049741043e-20
LINC01612	2.35664485425806	1.3334519781989e-20
RPL21P129	2.00621192420926	1.38488161666443e-20
AL359771.1	2.35881826089167	1.42751208205159e-20
MXRA5Y	2.4882603708772	1.53910195916523e-20
ESM1	2.11678919335226	1.7133439049254e-20
AL021328.1	2.08821200457838	1.98328503701468e-20
HOXC-AS3	2.666218251804	2.41486704613621e-20
AC106806.1	2.32663388942962	2.55179743799725e-20
AC135048.2	3.53663183284737	2.74854232709004e-20
AC025458.1	2.03658562778367	3.3930953786539e-20
AL359837.1	2.01813592149981	3.59470221278365e-20
DYNLL1P2	2.01903926942625	3.75883042916148e-20
AC092451.1	2.30295362018586	4.5576405346278e-20
LTF	2.7995628371326	5.41213593894332e-20
PIN1P1	2.1750735575375	6.1370255372868e-20
RPS5P7	2.67827782924305	6.62442596860596e-20
CXCL10	2.03537808306158	6.81639965894701e-20
HIST1H2APS4	2.13919918037812	8.29196196475469e-20
RPS2P39	2.26456624780522	9.9331999574078e-20
HIST1H2BM	2.23807608697805	9.99632603664067e-20
RPS24P18	2.07606619065446	1.20615921081035e-19
HIST1H4A	2.06531619536809	1.34859214596521e-19
AC108860.1	2.39386518037436	1.54021086660081e-19
AC068491.3	2.17645405369491	1.67559504373393e-19
TPT1P11	3.38532479550308	1.84677457021936e-19
IL21-AS1	2.19085275832751	2.16866331309129e-19
HNRNPCL2	2.28585020724966	2.33598230902683e-19
AC002454.1	2.22084606224273	3.044759901628e-19
RNA5SP216	4.41914121140545	3.30008522945168e-19
RNU4-2	2.10266957967141	3.34105773710251e-19
AC067819.1	2.63788215068611	3.86312731244446e-19
AC012354.2	2.09805581868424	3.99052099697292e-19
RPL21P38	2.38002362459921	5.77962057922009e-19
H19	2.5308070848867	6.16445658932707e-19
AC008427.1	2.15828055583277	6.21574231148645e-19
CALM1P2	2.87973683533246	8.2954306601025e-19
MORF4L1P5	2.14638072433752	8.34671453536087e-19
TNFSF12-TNFSF13	2.18911414344492	8.76574955273864e-19
GDF3	2.98729192130944	8.87406811168808e-19
RPL21P104	2.0319494273021	1.21647020321258e-18
SNORA73A	2.82696658668648	1.22504054373006e-18
RN7SKP203	2.87059824454753	1.3700138517865e-18
RPL23AP12	2.0350020766573	1.7786228444775e-18
AC084368.1	2.12019777006829	1.79085240019307e-18
RPL27AP8	2.28367863578746	1.81549217707546e-18
GSX2	2.05334099313564	1.90014779030382e-18
PSMC1P5	2.80043557334175	1.98738446471563e-18
RPL30P15	2.25086174527856	2.08015206080995e-18
AL590286.1	2.22396757324955	2.24427284021846e-18
AC099066.2	2.49379949563681	2.89477648732219e-18
AC074290.1	3.11734235525807	3.5605600514767e-18
PAGE5	2.32954371184073	3.75538968679487e-18
LINC01173	3.03990555735814	3.80034171493987e-18
KRT8P25	2.40535403475287	4.00671539423615e-18
AL591473.1	2.2081921844153	4.21651469107924e-18
RN7SL564P	3.51859445200868	5.15596981167908e-18
RPL36P2	2.23178255137749	5.32117779740967e-18
CHRNA1	2.1110238055239	5.6793145949416e-18
RPL35AP19	2.1195707604309	5.77439333822248e-18
FOXB1	2.23343072425563	6.8000473284648e-18
AC110768.2	2.09385908216679	6.98862862589971e-18
HOXB-AS3	3.02497341807188	7.06246547599171e-18
PRL	2.62739705442139	1.09585026819813e-17
AC097484.2	2.16368409193594	1.11671053126533e-17
OTOR	3.01069124285994	1.17931029498178e-17
AC025750.2	2.17827588270192	1.26370758204765e-17
RPS15AP32	2.32692462004067	1.27448342875986e-17
RNU5B-1	2.00046150039623	1.30866074342774e-17
HMGN2P39	2.09438127052569	1.31189450043749e-17
AC095038.3	2.58612489447621	1.3668917477156e-17
SPATA20P1	3.2622651244071	1.47228473870525e-17
DEFA1	2.37899688195084	1.50553610832049e-17
AC011444.4	2.48487294155723	1.56216846424302e-17
MEOX2	2.21340790807922	1.69692099237965e-17
SERPINB7	2.71219341756039	1.89399534189516e-17
LINC02126	2.02574500098076	2.02753706074949e-17
RPL7AP38	2.19087953234194	2.05290608805985e-17
AC107954.1	2.00291993991787	2.19044125094099e-17
AL357078.2	2.02814506772767	2.6405943724488e-17
RPL21P92	2.00527911554702	2.7239381402381e-17
SNORD93	2.522248614402	3.40065792275106e-17
AL161757.1	2.10322797026687	3.41331990325861e-17
AC023403.1	2.13314485759491	5.60533122429733e-17
CKS1BP1	2.31745381668994	5.67955269531774e-17
AC002504.1	2.02868732676855	5.81192541037629e-17
RPL35AP33	2.10975721960839	5.95873442326298e-17
PIGY	2.21327271900839	6.33397753533985e-17
LUZP6	2.56179873222437	6.4915142237748e-17
AC108059.2	2.07139084189743	6.98911108834016e-17
RPL35P8	2.24675842571687	7.05817794863586e-17
UNCX	3.68201940558551	9.46299048102656e-17
AC023157.1	2.08126785648456	9.73556327320197e-17
MESTP3	2.24873259668208	1.20942942762151e-16
HOXB5	2.48225635977793	1.21036239531971e-16
MROH9	2.11367233865702	1.23245669471553e-16
CCKAR	2.13109685538693	1.31761799047119e-16
LINC02595	2.21858454665547	1.4413467861099e-16
PPIAL4D	2.37186675365615	1.52148144867314e-16
GAPDHP19	2.32999237559972	2.28248973015761e-16
AL355075.5	2.12385007636816	2.78669657415491e-16
AC010132.2	3.32684726699963	3.21329848936296e-16
AL645922.1	2.37726316813664	3.5176710707317e-16
AL022718.1	2.27593774106232	3.61919156982883e-16
AL450996.1	3.72365316015713	4.21057001782139e-16
RPSAP59	2.0610762142304	6.38482367490881e-16
AL500522.2	2.29381002584767	6.86063520008703e-16
VDAC1P5	2.05444946754991	7.951318434281e-16
LINC02550	2.07847547019158	8.73286276073789e-16
SNRPEP5	2.2474948510803	1.09306575600968e-15
LINC02454	2.03003089524459	1.27616586207607e-15
RNU4-1	2.01194612663099	1.43877706903704e-15
AC098869.1	2.03052041764243	1.70765175794396e-15
DEFA3	2.81918805736103	1.94788885642775e-15
HMHB1	2.09115472467972	2.27869477596342e-15
TUBB4BP7	2.12193843093546	2.36661864023347e-15
AC022035.1	2.22393767739881	2.56020976568656e-15
IL36RN	2.96012359165191	3.44622551175309e-15
AL445685.2	2.38212137803346	6.96820617389388e-15
AC008063.1	2.182432130337	7.43141371696716e-15
PNLIPRP3	2.47178668760998	7.78593343908243e-15
AL020996.3	3.3838928059681	7.90332433322266e-15
IGLC3	2.24347698167612	9.27170712938358e-15
RPSAP42	2.0131384464627	9.90607307676224e-15
IGLL5	2.63694464430345	1.13597029628077e-14
AL390119.1	2.14183068674484	1.1372583301844e-14
MORF4L2P1	2.42948212704745	1.21060574512376e-14
KRT32	2.57837313130105	1.24602887270978e-14
AC008406.3	2.22033256832094	1.25070970022397e-14
IGKV1-5	2.60312433930442	1.57005375959108e-14
RBMXP1	2.18807364814695	1.64080989983872e-14
SNORA71D	2.64502987269685	2.0258422704931e-14
MIR6165	2.47193629938501	2.26012540924002e-14
AL139415.2	2.04703408837743	2.39070750282779e-14
RF00003	2.52993444553015	2.56821758970317e-14
LINC02587	2.29122644416211	2.95346803162184e-14
HOXC6	2.02108364160916	2.95927737330732e-14
AC096775.1	2.11564483002311	3.056644352218e-14
AC245884.4	2.08037593763533	4.15911759718701e-14
AL445238.1	2.51207947867724	5.05128748528171e-14
AL138686.2	2.50327824553396	5.25109836261432e-14
IGKV4-1	2.48868558769023	5.44914710570162e-14
AC092647.1	2.16626195256916	5.96766938088927e-14
HMGN2P10	2.04547635528189	6.31770337550962e-14
HOXC-AS2	2.28123356476915	6.40581770381668e-14
MTND5P13	2.06338482391314	7.10549907782442e-14
AL078601.1	2.06392157886482	7.80258858615663e-14
AC002996.1	2.0225556433382	8.79180421614072e-14
RPL5P7	2.06782413987035	8.88295041628395e-14
AC023050.1	2.04783087140511	9.43258151649949e-14
ERVV-1	2.34940529657057	1.15559302228559e-13
AL122016.1	2.12683029498561	1.17621685523759e-13
RPL21P66	2.05096469615452	1.36164772916951e-13
AC006435.1	2.03138189653931	1.39033886377715e-13
AC091812.1	2.66199512963519	1.54668489261735e-13
RPL7AP57	2.04930894743778	2.5393550750571e-13
AC112721.2	2.76794157313767	3.48321903329199e-13
AC083795.1	2.10371108352495	3.65661516992918e-13
AC090844.1	2.25337468320397	4.33208692563985e-13
VTRNA1-2	2.98773221776613	4.38043004163833e-13
GPAA1P1	2.27283488569646	4.94066034200576e-13
HOXC11	2.62941545595463	5.5021877892626e-13
RN7SL657P	2.2356185201705	5.53511020611777e-13
LBX1	2.49632542365587	5.9497726294459e-13
HOXC9	2.28329627043643	6.09835336297504e-13
AC112229.1	2.14758913367863	8.34857926000627e-13
TRBV8-2	2.28243920848373	8.53313478268116e-13
IGLV6-57	2.721956591927	9.23669360003431e-13
RPL17P37	2.20337392034919	9.95727905561865e-13
HOXC10	2.30445457923887	1.07551862779369e-12
SNRPEP3	2.1744255824406	1.11038360555477e-12
RNA5SP259	2.64625570392182	1.18272474199393e-12
AC019209.1	2.04876330684961	1.42113138113175e-12
RN7SKP71	2.57006163966394	1.89984745342104e-12
LINC02461	2.22564054891343	2.01379114052941e-12
POSTN	2.22105667547286	2.17156870372822e-12
SNORA7A	2.21678830961811	2.50617064374761e-12
AC007298.2	2.08473755368382	2.64764499102045e-12
TPT1P8	2.03817558606854	2.75918096809826e-12
AC004817.2	2.19829819776659	2.97123563840634e-12
MRPS36P5	2.07648630488274	3.5253460869842e-12
REG1A	2.53519055776781	3.5976656081162e-12
MIR6087	2.1904255736238	3.78697198540386e-12
MESTP4	2.01861062361988	4.65885230469215e-12
RPS27P20	2.28774095174417	6.31138910955468e-12
AC092047.1	2.10860865571955	6.52785963547897e-12
HOXD11	2.30364553040255	6.70666271367119e-12
AC107373.1	2.20437740871677	8.88095937782424e-12
AC005005.2	2.0298074684607	1.53086430229865e-11
AC112721.1	2.79890446581487	1.6043216091523e-11
HOXC13	2.54887050763276	1.64201496729272e-11
RF01888	2.1621594574475	1.86826329243262e-11
HOXC-AS1	2.31427269616202	2.04892873008082e-11
HMX3	2.54590454785501	2.07323081221764e-11
AC027290.1	4.35108416987476	2.45005156155323e-11
GAGE12F	2.4831127288313	2.55710763832023e-11
GNGT1	2.32270138525749	2.58694835195402e-11
IGHV4-39	2.29362822214406	3.26461276854408e-11
ZNF679	2.59362569920815	3.47118260834889e-11
NPM1P50	2.48319757769368	3.65325316511822e-11
MAB21L2	2.0804129102603	3.66680168950522e-11
DEFA4	2.44573196140524	3.69865009552481e-11
AC104063.1	2.39095571191789	3.78758276292954e-11
LGALS7B	2.13668000062995	3.79326641822882e-11
LINC01641	2.00620783782473	4.41013670018286e-11
AC116353.4	2.10425472394628	4.73019855398368e-11
AC093423.1	2.00297621986339	5.2468029347842e-11
IGKV1-33	2.31691856525368	8.86856944278576e-11
HOTAIR	2.44909671899974	1.00661313431327e-10
LINC01342	2.07523735322746	1.07500864659993e-10
AC093004.1	2.06222661924606	1.10602363928533e-10
RPL23AP4	5.87299576907545	1.32682691380634e-10
AC007738.1	2.263568510093	1.38759593716949e-10
RPS14P4	2.48489052471176	1.51058130183585e-10
AC004590.1	2.26900695490177	1.59047589367192e-10
AP001471.1	2.0144927759076	1.66906873833757e-10
IGHV3-74	2.02429408267599	2.08255903020125e-10
LINC02584	2.23743869298282	2.32005254287768e-10
LBX1-AS1	2.02311496312984	2.59304537660885e-10
CTAGE6	2.33028989216923	2.60883632720713e-10
HOXD13	2.12009293125256	3.6052471176525e-10
HOXB8	2.34149496238493	6.12463731110648e-10
AC009060.1	2.03658502832791	6.40913122050026e-10
AC008763.3	3.71534798401953	7.51449267995352e-10
IGKV1-27	2.83933102244052	7.56497619240369e-10
AC009296.1	2.1471658234282	8.37506274633426e-10
RPL38P3	2.06281376975067	8.8983707333828e-10
AC092670.1	2.05244227991029	1.07282758605964e-09
AC068580.2	2.2800456819254	1.13369201209175e-09
AC074121.1	2.08890741883441	1.27882571978953e-09
BARX1-DT	2.50517102012968	1.47307998894005e-09
IGKV3-15	2.56381843973934	1.48416488375103e-09
AP001858.2	2.27259712941704	1.75286503205404e-09
PRDM13	2.05988691031478	1.95608935128032e-09
IGLV3-21	2.17465373708471	1.98412904433358e-09
MESTP2	2.06079628711637	2.49325716885671e-09
RPL29P23	2.31913556880117	2.54233898217387e-09
GAPDHP26	2.7526973597647	2.63947904820497e-09
MIR4461	2.52325950352916	2.75740201963633e-09
BX640514.1	2.33950401623893	4.47160252284641e-09
ACTBL2	2.40135814419343	4.79572080643649e-09
FGF19	2.36428719450656	5.83423782710856e-09
AC096949.1	2.13905754510842	7.00598898674736e-09
RTL3	2.01128868547318	7.27173748254502e-09
AC017053.1	2.95162059215317	7.89864000168533e-09
IGHJ5	2.39998865228465	9.40164180013237e-09
IGKJ2	2.09488149950566	1.10798371917709e-08
GAGE13	2.87913419934375	1.14953667684137e-08
SNORA57	2.97881304827247	1.15696761644699e-08
AC024132.3	2.17094574520464	1.18282299483805e-08
IGHV1-46	2.28361669056087	1.20956088496219e-08
AC116562.1	2.09446532293752	1.93157179770856e-08
AL137129.1	2.36831661531514	2.33547705139374e-08
IGKV1D-12	2.58337888765813	2.3837263730623e-08
AC116563.2	2.54080965135952	2.78521528140339e-08
LINC02537	2.09720543671659	3.31395317508233e-08
AL162151.2	4.54934597083041	3.90094687592962e-08
IGKV1-9	2.19428256555873	4.04036057334613e-08
RPS29P7	2.03569903623142	4.52756988984107e-08
C6orf15	2.39010650860916	4.60406610571199e-08
AC011352.3	2.5031706206171	4.84458202846148e-08
AC010422.5	2.12940233612321	5.16677072752143e-08
AC037459.4	2.08171213521886	6.41603842449644e-08
RN7SKP255	2.31653655480769	6.63097197521822e-08
IGKV1-12	2.4742343288987	6.63258287236464e-08
ARSD-AS1	4.17971392844653	7.57634083094056e-08
AC112719.1	2.02567451831317	1.12694788032961e-07
RNVU1-7	3.02629724908141	1.20013396581673e-07
IGLJ3	2.14769436472748	1.26120442711057e-07
HIST1H4L	2.36510659064184	1.30126778698076e-07
AL109827.1	2.14014844727146	1.35233464143494e-07
AC010531.2	2.04849825473337	1.36814258346965e-07
HOXC13-AS	2.2995586714931	1.67002075979529e-07
HMX2	2.03551972103694	1.84290824551634e-07
CCL11	3.24587169876194	2.97876583785921e-07
TSPY5P	2.46309138036087	4.2318821185676e-07
DAZ1	2.06693045813228	5.74801702800462e-07
AC099786.3	2.06149811061437	6.82552546902304e-07
IGHV3-64	2.94372170502726	7.56367431778757e-07
IGKV2-24	2.18862946509061	7.58141383535123e-07
IGLV10-54	2.19126509069822	7.88426015944705e-07
DAZ2	4.14417340894892	8.56479254710547e-07
DAZ4	2.68346211438295	8.92708097381538e-07
SRY	2.01544534581815	9.95984921262574e-07
AC011092.1	3.00277306662108	1.35225147211447e-06
RNU6-685P	3.05967714583849	1.44263342930872e-06
IGKJ5	2.0985194931105	1.48241605587857e-06
ISCA1P1	2.73301341022766	1.77324210143184e-06
KRT18P27	2.54026842348419	2.0791841687068e-06
FDCSP	2.12791473877074	2.59850494050174e-06
IGKV1-16	2.17013245730015	2.7906228832776e-06
IGLV4-60	2.3737578426105	3.65510408840655e-06
AC135068.9	2.42794889315798	4.00256756336222e-06
AC110058.1	2.00838298240755	4.01408347335315e-06
AP001476.3	2.05278403847173	4.97516544920536e-06
AP000619.1	2.14354015323404	5.86956838424783e-06
FAM74A3	2.34589468944774	6.89288663235094e-06
AC108488.2	2.12045594963905	7.32340429810456e-06
IGKV3D-20	2.45170560671381	7.73207928389459e-06
AC008163.1	2.44874802841373	8.56688626939567e-06
IGHV1-69-2	2.37269166356498	8.6668876945746e-06
LINC02456	2.08676805421762	9.08508651965279e-06
AC020909.3	2.15709261786719	9.58963783958703e-06
IGKV1OR-2	2.21715401755895	9.77836471460117e-06
IGKV1-8	2.35738442412574	1.10453916280672e-05
MAGEA1	2.02490506386525	1.18619618990586e-05
RF01954	2.03287616763456	1.36372035097042e-05
AC008808.2	2.19933165921333	1.59107488287826e-05
IGKV2D-28	2.04716829094038	1.83653360786222e-05
AL117348.1	2.12174037933175	1.99831663118952e-05
IGHV3-72	2.00714390496265	2.00657887607425e-05
AC021097.1	2.61973820902773	2.04303211091626e-05
IGHV3-73	2.0563551007561	2.17624993483291e-05
RNA5SP370	2.24120416902056	2.39268862064356e-05
AL161747.2	2.83595913602371	2.59149679772522e-05
AC011455.2	2.05696045506423	2.91490916320752e-05
AF015262.1	2.07875241146481	3.68082216779201e-05
IGKV6-21	2.4238829562	4.28021586185746e-05
GNRHR2P1	2.06996555613296	4.35499900145945e-05
